name,code
bremelanotide,G02CX05
sex hormones and modulators of the genital system,G03
hormonal contraceptives for systemic use,G03A
"progestogens and estrogens, sequential preparations",G03AB
megestrol and ethinylestradiol,G03AB01
lynestrenol and ethinylestradiol,G03AB02
levonorgestrel and ethinylestradiol,G03AB03
norethisterone and ethinylestradiol,G03AB04
desogestrel and ethinylestradiol,G03AB05
gestodene and ethinylestradiol,G03AB06
chlormadinone and ethinylestradiol,G03AB07
dienogest and estradiol,G03AB08
norgestimate and ethinylestradiol,G03AB09
progestogens,G03AC
norethisterone,G03AC01
lynestrenol,G03AC02
levonorgestrel,G03AC03
quingestanol,G03AC04
megestrol,G03AC05
medroxyprogesterone,G03AC06
norgestrienone,G03AC07
etonogestrel,G03AC08
desogestrel,G03AC09
drospirenone,G03AC10
emergency contraceptives,G03AD
levonorgestrel,G03AD01
ulipristal,G03AD02
androgens,G03B
3-oxoandrosten (4) derivatives,G03BA
fluoxymesterone,G03BA01
methyltestosterone,G03BA02
testosterone,G03BA03
5-androstanon (3) derivatives,G03BB
mesterolone,G03BB01
androstanolone,G03BB02
estrogens,G03C
"natural and semisynthetic estrogens, plain",G03CA
ethinylestradiol,G03CA01
estradiol,G03CA03
estriol,G03CA04
chlorotrianisene,G03CA06
estrone,G03CA07
promestriene,G03CA09
"estradiol, combinations",G03CA53
conjugated estrogens,G03CA57
"synthetic estrogens, plain",G03CB
dienestrol,G03CB01
diethylstilbestrol,G03CB02
methallenestril,G03CB03
moxestrol,G03CB04
"estrogens, combinations with other drugs",G03CC
dienestrol,G03CC02
methallenestril,G03CC03
estrone,G03CC04
diethylstilbestrol,G03CC05
estriol,G03CC06
conjugated estrogens and bazedoxifene,G03CC07
other estrogens,G03CX
tibolone,G03CX01
progestogens,G03D
pregnen (4) derivatives,G03DA
gestonorone,G03DA01
medroxyprogesterone,G03DA02
hydroxyprogesterone,G03DA03
progesterone,G03DA04
pregnadien derivatives,G03DB
dydrogesterone,G03DB01
megestrol,G03DB02
medrogestone,G03DB03
nomegestrol,G03DB04
demegestone,G03DB05
chlormadinone,G03DB06
promegestone,G03DB07
dienogest,G03DB08
estren derivatives,G03DC
allylestrenol,G03DC01
norethisterone,G03DC02
lynestrenol,G03DC03
ethisterone,G03DC04
etynodiol,G03DC06
methylestrenolone,G03DC31
androgens and female sex hormones in combination,G03E
androgens and estrogens,G03EA
methyltestosterone and estrogen,G03EA01
testosterone and estrogen,G03EA02
prasterone and estrogen,G03EA03
"androgen, progestogen and estrogen in combination",G03EB
androgens and female sex hormones in combination with other drugs,G03EK
methyltestosterone,G03EK01
progestogens and estrogens in combination,G03F
"progestogens and estrogens, fixed combinations",G03FA
norethisterone and estrogen,G03FA01
hydroxyprogesterone and estrogen,G03FA02
ethisterone and estrogen,G03FA03
progesterone and estrogen,G03FA04
methylnortestosterone and estrogen,G03FA05
etynodiol and estrogen,G03FA06
lynestrenol and estrogen,G03FA07
megestrol and estrogen,G03FA08
noretynodrel and estrogen,G03FA09
norgestrel and estrogen,G03FA10
levonorgestrel and estrogen,G03FA11
medroxyprogesterone and estrogen,G03FA12
norgestimate and estrogen,G03FA13
dydrogesterone and estrogen,G03FA14
dienogest and estrogen,G03FA15
trimegestone and estrogen,G03FA16
drospirenone and estrogen,G03FA17
"progestogens and estrogens, sequential preparations",G03FB
norgestrel and estrogen,G03FB01
lynestrenol and estrogen,G03FB02
chlormadinone and estrogen,G03FB03
megestrol and estrogen,G03FB04
norethisterone and estrogen,G03FB05
medroxyprogesterone and estrogen,G03FB06
medrogestone and estrogen,G03FB07
dydrogesterone and estrogen,G03FB08
levonorgestrel and estrogen,G03FB09
desogestrel and estrogen,G03FB10
trimegestone and estrogen,G03FB11
nomegestrol and estrogen,G03FB12
gonadotropins and other ovulation stimulants,G03G
gonadotropins,G03GA
chorionic gonadotrophin,G03GA01
human menopausal gonadotrophin,G03GA02
serum gonadotrophin,G03GA03
urofollitropin,G03GA04
follitropin alfa,G03GA05
follitropin beta,G03GA06
lutropin alfa,G03GA07
choriogonadotropin alfa,G03GA08
corifollitropin alfa,G03GA09
follitropin delta,G03GA10
combinations,G03GA30
"ovulation stimulants, synthetic",G03GB
cyclofenil,G03GB01
clomifene,G03GB02
epimestrol,G03GB03
antiandrogens,G03H
"antiandrogens, plain",G03HA
cyproterone,G03HA01
antiandrogens and estrogens,G03HB
cyproterone and estrogen,G03HB01
other sex hormones and modulators of the genital system,G03X
antigonadotropins and similar agents,G03XA
danazol,G03XA01
gestrinone,G03XA02
progesterone receptor modulators,G03XB
mifepristone,G03XB01
ulipristal,G03XB02
"mifepristone, combinations",G03XB51
selective estrogen receptor modulators,G03XC
raloxifene,G03XC01
bazedoxifene,G03XC02
lasofoxifene,G03XC03
ormeloxifene,G03XC04
ospemifene,G03XC05
other sex hormones and modulators of the genital system,G03XX
prasterone,G03XX01
"progestogens and estrogens, fixed combinations",G03AA
etynodiol and ethinylestradiol,G03AA01
quingestanol and ethinylestradiol,G03AA02
lynestrenol and ethinylestradiol,G03AA03
megestrol and ethinylestradiol,G03AA04
norethisterone and ethinylestradiol,G03AA05
norgestrel and ethinylestradiol,G03AA06
levonorgestrel and ethinylestradiol,G03AA07
medroxyprogesterone and ethinylestradiol,G03AA08
desogestrel and ethinylestradiol,G03AA09
gestodene and ethinylestradiol,G03AA10
norgestimate and ethinylestradiol,G03AA11
drospirenone and ethinylestradiol,G03AA12
norelgestromin and ethinylestradiol,G03AA13
nomegestrol and estradiol,G03AA14
chlormadinone and ethinylestradiol,G03AA15
dienogest and ethinylestradiol,G03AA16
medroxyprogesterone and estradiol,G03AA17
drospirenone and estetrol,G03AA18
urologicals,G04
urologicals,G04B
acidifiers,G04BA
ammonium chloride,G04BA01
calcium chloride,G04BA03
urinary concrement solvents,G04BC
drugs for urinary frequency and incontinence,G04BD
emepronium,G04BD01
flavoxate,G04BD02
meladrazine,G04BD03
oxybutynin,G04BD04
terodiline,G04BD05
propiverine,G04BD06
tolterodine,G04BD07
solifenacin,G04BD08
trospium,G04BD09
darifenacin,G04BD10
fesoterodine,G04BD11
mirabegron,G04BD12
desfesoterodine,G04BD13
drugs used in erectile dysfunction,G04BE
alprostadil,G04BE01
papaverine,G04BE02
sildenafil,G04BE03
yohimbine,G04BE04
moxisylyte,G04BE06
apomorphine,G04BE07
tadalafil,G04BE08
vardenafil,G04BE09
avanafil,G04BE10
udenafil,G04BE11
combinations,G04BE30
"papaverine, combinations",G04BE52
other urologicals,G04BX
magnesium hydroxide,G04BX01
acetohydroxamic acid,G04BX03
phenazopyridine,G04BX06
succinimide,G04BX10
collagen,G04BX11
phenyl salicylate,G04BX12
dimethyl sulfoxide,G04BX13
dapoxetine,G04BX14
pentosan polysulfate sodium,G04BX15
tiopronin,G04BX16
drugs used in benign prostatic hypertrophy,G04C
alpha-adrenoreceptor antagonists,G04CA
alfuzosin,G04CA01
tamsulosin,G04CA02
terazosin,G04CA03
silodosin,G04CA04
alfuzosin and finasteride,G04CA51
tamsulosin and dutasteride,G04CA52
tamsulosin and solifenacin,G04CA53
tamsulosin and tadalafil,G04CA54
testosterone-5-alpha reductase inhibitors,G04CB
finasteride,G04CB01
dutasteride,G04CB02
other drugs used in benign prostatic hypertrophy,G04CX
prunus africanae cortex,G04CX01
sabalis serrulatae fructus,G04CX02
mepartricin,G04CX03
fexapotide,G04CX04
"systemic hormonal preparations, excl. sex hormones and insulins",H
pituitary and hypothalamic hormones and analogues,H01
anterior pituitary lobe hormones and analogues,H01A
thyrotropin,H01AB
thyrotropin alfa,H01AB01
somatropin and somatropin agonists,H01AC
somatropin,H01AC01
somatrem,H01AC02
mecasermin,H01AC03
sermorelin,H01AC04
mecasermin rinfabate,H01AC05
tesamorelin,H01AC06
somapacitan,H01AC07
other anterior pituitary lobe hormones and analogues,H01AX
pegvisomant,H01AX01
posterior pituitary lobe hormones,H01B
vasopressin and analogues,H01BA
vasopressin (argipressin),H01BA01
desmopressin,H01BA02
lypressin,H01BA03
terlipressin,H01BA04
ornipressin,H01BA05
oxytocin and analogues,H01BB
demoxytocin,H01BB01
oxytocin,H01BB02
carbetocin,H01BB03
hypothalamic hormones,H01C
gonadotropin-releasing hormones,H01CA
gonadorelin,H01CA01
nafarelin,H01CA02
somatostatin and analogues,H01CB
somatostatin,H01CB01
octreotide,H01CB02
lanreotide,H01CB03
vapreotide,H01CB04
pasireotide,H01CB05
anti-gonadotropin-releasing hormones,H01CC
ganirelix,H01CC01
cetrorelix,H01CC02
elagolix,H01CC03
"relugolix, estradiol and norethisterone",H01CC54
acth,H01AA
corticotropin,H01AA01
tetracosactide,H01AA02
corticosteroids for systemic use,H02
"corticosteroids for systemic use, plain",H02A
glucocorticoids,H02AB
betamethasone,H02AB01
dexamethasone,H02AB02
fluocortolone,H02AB03
methylprednisolone,H02AB04
paramethasone,H02AB05
prednisolone,H02AB06
prednisone,H02AB07
triamcinolone,H02AB08
hydrocortisone,H02AB09
cortisone,H02AB10
prednylidene,H02AB11
rimexolone,H02AB12
deflazacort,H02AB13
cloprednol,H02AB14
meprednisone,H02AB15
cortivazol,H02AB17
"corticosteroids for systemic use, combinations",H02B
"corticosteroids for systemic use, combinations",H02BX
"methylprednisolone, combinations",H02BX01
antiadrenal preparations,H02C
anticorticosteroids,H02CA
trilostane,H02CA01
osilodrostat,H02CA02
ketoconazole,H02CA03
mineralocorticoids,H02AA
aldosterone,H02AA01
fludrocortisone,H02AA02
desoxycortone,H02AA03
thyroid therapy,H03
thyroid preparations,H03A
antithyroid preparations,H03B
thiouracils,H03BA
methylthiouracil,H03BA01
propylthiouracil,H03BA02
benzylthiouracil,H03BA03
sulfur-containing imidazole derivatives,H03BB
carbimazole,H03BB01
thiamazole,H03BB02
"thiamazole, combinations",H03BB52
perchlorates,H03BC
potassium perchlorate,H03BC01
other antithyroid preparations,H03BX
diiodotyrosine,H03BX01
dibromotyrosine,H03BX02
iodine therapy,H03C
iodine therapy,H03CA
thyroid hormones,H03AA
levothyroxine sodium,H03AA01
liothyronine sodium,H03AA02
combinations of levothyroxine and liothyronine,H03AA03
tiratricol,H03AA04
thyroid gland preparations,H03AA05
pancreatic hormones,H04
glycogenolytic hormones,H04A
glycogenolytic hormones,H04AA
glucagon,H04AA01
calcium homeostasis,H05
parathyroid hormones and analogues,H05A
anti-parathyroid agents,H05B
calcitonin preparations,H05BA
calcitonin (salmon synthetic),H05BA01
calcitonin (pork natural),H05BA02
calcitonin (human synthetic),H05BA03
elcatonin,H05BA04
other anti-parathyroid agents,H05BX
cinacalcet,H05BX01
paricalcitol,H05BX02
doxercalciferol,H05BX03
etelcalcetide,H05BX04
calcifediol,H05BX05
parathyroid hormones and analogues,H05AA
parathyroid gland extract,H05AA01
teriparatide,H05AA02
parathyroid hormone,H05AA03
abaloparatide,H05AA04
antiinfectives for systemic use,J
antibacterials for systemic use,J01
tetracyclines,J01A
amphenicols,J01B
amphenicols,J01BA
chloramphenicol,J01BA01
thiamphenicol,J01BA02
"thiamphenicol, combinations",J01BA52
"beta-lactam antibacterials, penicillins",J01C
penicillins with extended spectrum,J01CA
ampicillin,J01CA01
pivampicillin,J01CA02
carbenicillin,J01CA03
amoxicillin,J01CA04
carindacillin,J01CA05
bacampicillin,J01CA06
epicillin,J01CA07
pivmecillinam,J01CA08
azlocillin,J01CA09
mezlocillin,J01CA10
mecillinam,J01CA11
piperacillin,J01CA12
ticarcillin,J01CA13
metampicillin,J01CA14
talampicillin,J01CA15
sulbenicillin,J01CA16
temocillin,J01CA17
hetacillin,J01CA18
aspoxicillin,J01CA19
combinations,J01CA20
"ampicillin, combinations",J01CA51
beta-lactamase sensitive penicillins,J01CE
benzylpenicillin,J01CE01
phenoxymethylpenicillin,J01CE02
propicillin,J01CE03
azidocillin,J01CE04
pheneticillin,J01CE05
penamecillin,J01CE06
clometocillin,J01CE07
benzathine benzylpenicillin,J01CE08
procaine benzylpenicillin,J01CE09
benzathine phenoxymethylpenicillin,J01CE10
combinations,J01CE30
beta-lactamase resistant penicillins,J01CF
dicloxacillin,J01CF01
cloxacillin,J01CF02
meticillin,J01CF03
oxacillin,J01CF04
flucloxacillin,J01CF05
nafcillin,J01CF06
beta-lactamase inhibitors,J01CG
sulbactam,J01CG01
tazobactam,J01CG02
"combinations of penicillins, incl. beta-lactamase inhibitors",J01CR
ampicillin and beta-lactamase inhibitor,J01CR01
amoxicillin and beta-lactamase inhibitor,J01CR02
ticarcillin and beta-lactamase inhibitor,J01CR03
sultamicillin,J01CR04
piperacillin and beta-lactamase inhibitor,J01CR05
combinations of penicillins,J01CR50
other beta-lactam antibacterials,J01D
first-generation cephalosporins,J01DB
cefalexin,J01DB01
cefaloridine,J01DB02
cefalotin,J01DB03
cefazolin,J01DB04
cefadroxil,J01DB05
cefazedone,J01DB06
cefatrizine,J01DB07
cefapirin,J01DB08
cefradine,J01DB09
cefacetrile,J01DB10
cefroxadine,J01DB11
ceftezole,J01DB12
second-generation cephalosporins,J01DC
cefoxitin,J01DC01
cefuroxime,J01DC02
cefamandole,J01DC03
cefaclor,J01DC04
cefotetan,J01DC05
cefonicid,J01DC06
cefotiam,J01DC07
loracarbef,J01DC08
cefmetazole,J01DC09
cefprozil,J01DC10
ceforanide,J01DC11
cefminox,J01DC12
cefbuperazone,J01DC13
flomoxef,J01DC14
third-generation cephalosporins,J01DD
cefotaxime,J01DD01
ceftazidime,J01DD02
cefsulodin,J01DD03
ceftriaxone,J01DD04
cefmenoxime,J01DD05
latamoxef,J01DD06
ceftizoxime,J01DD07
cefixime,J01DD08
cefodizime,J01DD09
cefetamet,J01DD10
cefpiramide,J01DD11
cefoperazone,J01DD12
cefpodoxime,J01DD13
ceftibuten,J01DD14
cefdinir,J01DD15
cefditoren,J01DD16
cefcapene,J01DD17
cefteram,J01DD18
cefotaxime and beta-lactamase inhibitor,J01DD51
ceftazidime and beta-lactamase inhibitor,J01DD52
"ceftriaxone, combinations",J01DD54
cefoperazone and beta-lactamase inhibitor,J01DD62
ceftriaxone and beta-lactamase inhibitor,J01DD63
cefpodoxime and beta-lactamase inhibitor,J01DD64
fourth-generation cephalosporins,J01DE
cefepime,J01DE01
cefpirome,J01DE02
cefozopran,J01DE03
monobactams,J01DF
aztreonam,J01DF01
carumonam,J01DF02
carbapenems,J01DH
meropenem,J01DH02
ertapenem,J01DH03
doripenem,J01DH04
biapenem,J01DH05
tebipenem pivoxil,J01DH06
imipenem and cilastatin,J01DH51
meropenem and vaborbactam,J01DH52
panipenem and betamipron,J01DH55
"imipenem, cilastatin and relebactam",J01DH56
other cephalosporins and penems,J01DI
ceftobiprole medocaril,J01DI01
ceftaroline fosamil,J01DI02
faropenem,J01DI03
cefiderocol,J01DI04
ceftolozane and beta-lactamase inhibitor,J01DI54
sulfonamides and trimethoprim,J01E
trimethoprim and derivatives,J01EA
trimethoprim,J01EA01
brodimoprim,J01EA02
iclaprim,J01EA03
short-acting sulfonamides,J01EB
sulfaisodimidine,J01EB01
sulfamethizole,J01EB02
sulfadimidine,J01EB03
sulfapyridine,J01EB04
sulfafurazole,J01EB05
sulfanilamide,J01EB06
sulfathiazole,J01EB07
sulfathiourea,J01EB08
combinations,J01EB20
intermediate-acting sulfonamides,J01EC
sulfamethoxazole,J01EC01
sulfadiazine,J01EC02
sulfamoxole,J01EC03
combinations,J01EC20
long-acting sulfonamides,J01ED
sulfadimethoxine,J01ED01
sulfalene,J01ED02
sulfametomidine,J01ED03
sulfametoxydiazine,J01ED04
sulfamethoxypyridazine,J01ED05
sulfaperin,J01ED06
sulfamerazine,J01ED07
sulfaphenazole,J01ED08
sulfamazone,J01ED09
combinations,J01ED20
"combinations of sulfonamides and trimethoprim, incl. derivatives",J01EE
sulfamethoxazole and trimethoprim,J01EE01
sulfadiazine and trimethoprim,J01EE02
sulfametrole and trimethoprim,J01EE03
sulfamoxole and trimethoprim,J01EE04
sulfadimidine and trimethoprim,J01EE05
sulfadiazine and tetroxoprim,J01EE06
sulfamerazine and trimethoprim,J01EE07
"macrolides, lincosamides and streptogramins",J01F
macrolides,J01FA
erythromycin,J01FA01
spiramycin,J01FA02
midecamycin,J01FA03
oleandomycin,J01FA05
roxithromycin,J01FA06
josamycin,J01FA07
troleandomycin,J01FA08
clarithromycin,J01FA09
azithromycin,J01FA10
miocamycin,J01FA11
rokitamycin,J01FA12
dirithromycin,J01FA13
flurithromycin,J01FA14
telithromycin,J01FA15
solithromycin,J01FA16
lincosamides,J01FF
clindamycin,J01FF01
lincomycin,J01FF02
streptogramins,J01FG
pristinamycin,J01FG01
quinupristin/dalfopristin,J01FG02
aminoglycoside antibacterials,J01G
streptomycins,J01GA
streptomycin,J01GA01
streptoduocin,J01GA02
other aminoglycosides,J01GB
tobramycin,J01GB01
gentamicin,J01GB03
kanamycin,J01GB04
neomycin,J01GB05
amikacin,J01GB06
netilmicin,J01GB07
sisomicin,J01GB08
dibekacin,J01GB09
ribostamycin,J01GB10
isepamicin,J01GB11
arbekacin,J01GB12
bekanamycin,J01GB13
plazomicin,J01GB14
quinolone antibacterials,J01M
fluoroquinolones,J01MA
ofloxacin,J01MA01
ciprofloxacin,J01MA02
pefloxacin,J01MA03
enoxacin,J01MA04
temafloxacin,J01MA05
norfloxacin,J01MA06
lomefloxacin,J01MA07
fleroxacin,J01MA08
sparfloxacin,J01MA09
rufloxacin,J01MA10
grepafloxacin,J01MA11
levofloxacin,J01MA12
trovafloxacin,J01MA13
moxifloxacin,J01MA14
gemifloxacin,J01MA15
gatifloxacin,J01MA16
prulifloxacin,J01MA17
pazufloxacin,J01MA18
garenoxacin,J01MA19
sitafloxacin,J01MA21
tosufloxacin,J01MA22
delafloxacin,J01MA23
levonadifloxacin,J01MA24
lascufloxacin,J01MA25
other quinolones,J01MB
rosoxacin,J01MB01
nalidixic acid,J01MB02
piromidic acid,J01MB03
pipemidic acid,J01MB04
oxolinic acid,J01MB05
cinoxacin,J01MB06
flumequine,J01MB07
nemonoxacin,J01MB08
combinations of antibacterials,J01R
combinations of antibacterials,J01RA
"penicillins, combinations with other antibacterials",J01RA01
"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",J01RA02
cefuroxime and metronidazole,J01RA03
spiramycin and metronidazole,J01RA04
levofloxacin and ornidazole,J01RA05
cefepime and amikacin,J01RA06
"azithromycin, fluconazole and secnidazole",J01RA07
tetracycline and oleandomycin,J01RA08
ofloxacin and ornidazole,J01RA09
ciprofloxacin and metronidazole,J01RA10
ciprofloxacin and tinidazole,J01RA11
ciprofloxacin and ornidazole,J01RA12
norfloxacin and tinidazole,J01RA13
other antibacterials,J01X
glycopeptide antibacterials,J01XA
vancomycin,J01XA01
teicoplanin,J01XA02
telavancin,J01XA03
dalbavancin,J01XA04
oritavancin,J01XA05
polymyxins,J01XB
colistin,J01XB01
polymyxin b,J01XB02
steroid antibacterials,J01XC
fusidic acid,J01XC01
imidazole derivatives,J01XD
metronidazole,J01XD01
tinidazole,J01XD02
ornidazole,J01XD03
nitrofuran derivatives,J01XE
nitrofurantoin,J01XE01
nifurtoinol,J01XE02
furazidin,J01XE03
"nitrofurantoin, combinations",J01XE51
other antibacterials,J01XX
fosfomycin,J01XX01
xibornol,J01XX02
clofoctol,J01XX03
spectinomycin,J01XX04
methenamine,J01XX05
mandelic acid,J01XX06
nitroxoline,J01XX07
linezolid,J01XX08
daptomycin,J01XX09
bacitracin,J01XX10
tedizolid,J01XX11
lefamulin,J01XX12
tetracyclines,J01AA
demeclocycline,J01AA01
doxycycline,J01AA02
chlortetracycline,J01AA03
lymecycline,J01AA04
metacycline,J01AA05
oxytetracycline,J01AA06
tetracycline,J01AA07
minocycline,J01AA08
rolitetracycline,J01AA09
penimepicycline,J01AA10
clomocycline,J01AA11
tigecycline,J01AA12
eravacycline,J01AA13
sarecycline,J01AA14
omadacycline,J01AA15
combinations of tetracyclines,J01AA20
